3000 - Aab, Vitalij
3002 - Aalto, Teemu
3003 - Aaltonen, Juhamatti
3004 - Aarnio, Antti
5199 - Abbott, Cameron
5200 - Abbott, Chris
2661 - Abdelkader, Justin
1 - Abid, Ramzi
5509 - Abplanalp, Marc
5514 - Abplanalp, Sandro
3005 - Abstreiter, Peter
1462 - Ackeström, Oscar
3009 - Adams, Bryan
2 - Adams, Craig
164 - Adams, jake
4463 - Adams, John
3010 - Adamski, Marek
2837 - Adamský, Martin
4 - Aebischer, David
6 - Afinogenov, Maxim
70 - Ahlen, Mikael
1571 - Ahlqvist, Aleksis
1463 - Ahnelöv, Jonas
7 - Ahonen, Ari
265 - Ahonen, Teemu
2570 - Ahtola, Jerry
3015 - Aizawa, Shigehiko
2462 - Akdag, Sinan
3016 - Åkerlund, Magnus
1475 - Akerman, Johan
3019 - Alanko, Rami
1639 - Alastalo, Juha
3021 - Alavaara, Jan-Axel
3022 - Alberici, Alberto
2155 - Albers, Paul
1127 - Alberts, Andrew
2531 - Alcén, Johan
3025 - Alexandrov, Igor
10 - Alfredsson, Daniel
3026 - Alikoski, Mikko
2457 - Alinc, Jan
1392 - Allen, Bobby
12 - Allen, Bryan
206 - Allen, William
1429 - Almtorp, Jonas
5571 - Alston, Jan
2822 - Altrichter, Martin
5386 - Alzner, Karl
1812 - Amadio, Greg
3027 - Ambuhl, Andres
2309 - Ancickas, Martin
2533 - Andersén, Niclas
2516 - Anderson, Chad
16 - Anderson, Craig
2125 - Anderson, Matt
2933 - Andersons, Janis
2546 - Andersson, Andreas
1469 - Andersson, Erik
2557 - Andersson, Erik
85 - Andersson, Joakim
2543 - Andersson, johan
3032 - Andersson, Johan
8009 - Andersson, Jonas
3033 - Andersson, Niklas
1701 - Andersson, Roni
2739 - Andrašovský, Dušan
2455 - Andrews, Daryl
1739 - Angelidis, Mike
1430 - Angell, Nicholas
2537 - Anger, Niklas
2145 - Anisimov, Artem
2448 - Ankert, Torsten
20 - Antropov, Nikolai
3040 - Anttila, Marko
3042 - Apsitis, Sergey
1952 - Archer, Andrew
1776 - Ardelan, Mark
3043 - Arendt, Ronny
3044 - Arkatov, Vyacheslav
8011 - Armstrong, Chris
1154 - Armstrong, Colby
23 - Armstrong, Derek
5634 - Armstrong, John
2006 - Armstrong, Riley
24 - Arnason, Tyler
25 - Arnott, Jason
1871 - Arsene, Dean
1138 - Artyukhin, Evgeny
26 - Asham, Arron
1443 - Ask, Morten
3047 - Ast, Doug
2257 - Aston, Peter
4459 - Atherton, PJ
2283 - Aubin, Brent
27 - Aubin, Jean-Sebastien
4460 - Aubin, Mathieu
28 - Aubin, Serge
29 - Aucoin, Adrian
1210 - Aucoin, Keith
5415 - Auger, Dominic
5525 - Augsburger, Gaetan
31 - Auld, Alexander
3050 - Aus den Birken, Danny
3051 - Auzins, Igor
