1984 - Rogers, Brandon
9150 - Rogers, Connor
5365 - Rogers, Kyle
8665 - Rohan, Martin
7495 - Rohdin, Joachim
4075 - Rollings, Kevin
805 - Roloson, Dwayne
806 - Rolston, Brian
5950 - Roman, Ondrej
647 - Romano, Tony
1381 - Rome, Aaron
2013 - Rome, Ashton
5729 - Romy, Kevin
7481 - Ronchetti, Massimo
5438 - Roppo, Antti
1918 - Rosa, Marco
8245 - Rosa, Pavel
7799 - Rose, Brayden
6959 - Rose, David
1932 - Rosehill, Jay
7390 - Rosen, Robert
6017 - Ross, Brad
6627 - Ross, Garret
1990 - Ross, Jared
7190 - Ross, Jared N.
7185 - Ross, Nick
9601 - Rosseli Olsen, Mats
8725 - Rossi, Matthias
7574 - Rossignol, Adam
7313 - Roth, Vladimir
4079 - Röthke, Rene
8726 - Rouiller, Anthony
6162 - Rouse, Brendan
7010 - Rousseau, Guillaume
6830 - Roussel, Antoine
7113 - Roussel, Charles-Olivier
9184 - Roussy, Samuel
6502 - Rover, Shayne
8384 - Rowe, Andrew
6819 - Roy, Alexandre
812 - Roy, Derek
7511 - Roy, Eric
7976 - Roy, Frédérick
9145 - Roy, Marc-Olivier
1397 - Roy, Mathieu
6789 - Roy, Olivier
5151 - Royer, Mackenzie
4082 - Rozitis, Rolands
813 - Rozsival, Michal
5519 - Rubin, Daniel
815 - Rucinsky, Martin
5555 - Rüeger, Ronnie
350 - Rufenacht, Thomas
9569 - Ruggiero, Angela
5203 - Rundblad, David
6047 - Ruopp, Harrison
8636 - Rupert, Matt
8635 - Rupert, Ryan
816 - Rupp, Mike
2363 - Rupprich, Steven
4086 - Rusakevich, Andre
2096 - Russell, Kris
2137 - Russell, Ryan
9235 - Ruter, Payton
8419 - Ruth, Theo
5750 - Rüthemann, Ivo
6025 - Rutkowski, Troy
9588 - Rutta, Jan
817 - Ruutu, Jarkko
818 - Ruutu, Tuomo
9646 - Ruzicka, Dan
2884 - Ruzicka, David
2798 - Ruzicka, Martin
4651 - Ruzicka, vladimir
7927 - Ryan, Andrew
9313 - Ryan, Ben
11205 - Ryan, Bobby
5643 - Ryan, Joe
1351 - Ryan, Michael
1795 - Ryan, Prestin
7778 - Rychel, Kerby
5905 - Ryckman, Derek
820 - Ryder, Michael
2915 - Rygl, Martin
9070 - Rymarchuk, Devon
1603 - Rynnas, Jussi
7492 - Ryser, Sven
5739 - Rytz, Philippe
8727 - Rytz, Simon
6910 - Saab, Ian
7825 - Saad, Brandon
4088 - Saarenheimo, Pekka
4090 - Saarinen, Jesse
1697 - Saarinen, Ossi
821 - Sabourin, Dany
7794 - Sabourin, Scott
6361 - Sadikov, Ramis
4095 - Saga, Jiro
2716 - Sailer, Petr
1582 - Sailio, Jari
8650 - Sakaris, Peter
2641 - Salak, Alexander
1821 - Salcido, Brian
5065 - Salficky, Dusan
2624 - sallinen, Tomi
4099 - Salmela, Anssi
8005 - Salmelainen, Tony
9579 - Salmi, Juuso
2594 - Salminen, Sakari
6177 - Salmon, Michael
4101 - Salmonsson, Johannes
826 - Salo, Sami
2615 - Salo, Timo
7439 - Salomaki, Miikka
827 - Salvador, Bryce
9128 - Salvail, Etienne
1590 - Sammalkangas, Tapio
2103 - Samson, Jerome
4106 - Samuelsen, Erik
9384 - Samuelsson, Henrik
830 - Samuelsson, Mikael
9307 - Samuelsson, Philip
7406 - Sandberg, Christian
1622 - Sandell, Sami
6373 - Sandlak, Carter
4110 - Sandström, Jan
832 - Sanford, Curtis
5247 - Sanguinetti, Bobby
5730 - Sannitz, Raffaele
8249 - Santala, Tommi
4112 - Santavuori, Tuomas
7729 - Santini, Michael
5283 - Santorelli, Mark
2205 - Santorelli, Mike
7662 - Sanvido, Connor
6391 - Sarault, Charles
4113 - Saravo, Pekka
835 - Sarich, Cory
4114 - Sasaki, Makoto
837 - Satan, Miroslav
8728 - Sataric, Rajan
2581 - Sateri, Harri
1057 - Sauer, Billy
838 - Sauer, Kurt
11228 - Sauer, Michael
6942 - Saulnier, Alex
6941 - Saulnier, Allain
8816 - Sautner, Ashton
7131 - Sauve, Maxime
7086 - Sauve, Yann
6949 - Savard, David
4116 - Savard, Jacques
842 - Savard, Marc
5535 - Savary, Paul
2580 - Saviano, Steve
4117 - Savilahti Nagander, Per
2595 - Savinainen, Veli-Matti
5377 - Sawada, Raymond
9163 - Saxrud-Danielsen, Adrian
4439 - Sbisa, Luca
4119 - Sbruev, Grigori
7121 - Scandella, Marco
4120 - Scarabelli, Alessandro
6218 - Scarlett, Reece
4527 - Sceviour, Colton
5821 - Schaber, Chase
844 - Schaefer, Nolan
8729 - Schäppi, Reto
8555 - Schaub, Marc
8440 - Schaus, Nick
5602 - Schefer, Marc
6085 - Scheidl, Lane
7708 - Scheifele, Mark
5582 - Schelling, Philippe
6575 - Schemitsch, Geoffrey
4966 - Schenn, Brayden
4447 - Schenn, Luke
782 - Scherwey, Tristan
716 - Schiestel, Drew
5538 - Schilt, Sebastian
976 - Schira, Craig
872 - Schlagenhauf, Roman
5333 - Schlemko, David
8754 - Schlenker, Vincent
7111 - Schlumpf, Dominik
7489 - Schmid, Marc
8252 - Schmidt, Chris
8757 - Schmidt, Kevin
7532 - Schmidt, Kyle
6622 - Schmitz, Beau
5488 - Schneeberger, Noah
2063 - Schneider, Cory
2415 - Schneider, Eric
6023 - Schneider, Stefan
8431 - Schnell, Ryan
4131 - Schnicks, Christoph
4132 - Schnitzer, Florian
5570 - Schnyder, Daniel
5674 - Schnyder, Fabian
6458 - Schoenmakers, Derek
9302 - Schofield, Rick
5581 - Schommer, Patrick
5428 - Schönberger, Sandro
4133 - Schopper, Benedikt
4134 - Schoten, Markus
1942 - Schremp, Rob
8476 - Schroeder, Jordan
1134 - Schubert, Christoph
5394 - Schüle, Tim
5548 - Schulthess, Marc
5150 - Schultz, Ian
1375 - Schultz, Jeff
850 - Schultz, Nick
9303 - Schultz, Stephen
7827 - Schumacher, Frank
9104 - Schumacher, Michael
8750 - Schütt, Dennis
7855 - Schutt, Samuel
4138 - Schütz, Felix
9560 - Schwartz, Jaden
1422 - Schwarz, Marek
6501 - Schwindt, Mike
4141 - Schymainski, Martin
5694 - Sciaroni, Gregory
9112 - Scott, Brandon
4533 - Scott, Greg
1968 - Scott, John
8430 - Scrivens, Ben
856 - Scuderi, Robert
1103 - Seabrook, Brent
919 - Seabrook, Keith
7523 - Seaman, Tyrel
857 - Sedin, Daniel
858 - Sedin, Henrik
7315 - Sedivy, Ondrej
2764 - Sedlacek, Jakub
6599 - Sedlak, Adam
9155 - Sedlak, Lukas
7272 - Sedlmayr, Johannes
6863 - Seed, Jason
6712 - Sefton, Justin
1898 - Segal, Brandon
5576 - Seger, Mathias
6605 - Seguin, Tyler
859 - Seidenberg, Dennis
4142 - Seidenberg, Yannic
7211 - Seifert, Patrick
4143 - Seikola, Markus
860 - Sejna, Peter
1366 - Sekera, Andrej
862 - Selanne, Teemu
8482 - Selleck, Eric
863 - Semenov, Alexei
1304 - Semin, Alexander
1580 - Seppänen, Timo
8352 - Sergeev, Artem
4147 - Serizawa, Susumu
2042 - Sestito, Tim
2303 - Sestito, Tom
2089 - Setoguchi, Devin
4148 - Setzinger, Oliver
7569 - Severson, Damon
3399 - Sexsmith, Tyson
4519 - Sexton, Dan
6401 - Seymour, Clark
6639 - Sgarbossa, Michael
4149 - Shalimov, Viktor
9241 - Shalimov, Vladislav
6636 - Shalla, Josh
1308 - Shannon, Ryan
4150 - Sharov, Vyacheslav
867 - Sharp, Patrick
1759 - Sharrow, Jimmy
8443 - Shattenkirk, Kevin
5177 - Shattock, Tyler
6488 - Shaw, Andrew
8983 - Shaw, Jason
6796 - Shaw, Logan
9185 - Shea, Brandon
7849 - Sheehan, Jimmy
8870 - Sheen, Riley
4152 - Sheiman, Vladmir
5246 - Shelast, Tyler
868 - Shelley, Jody
2100 - Sheppard, James
9180 - Shewfelt, Mitchell
6355 - Shields, David
7586 - Shinkaruk, Hunter
6233 - Shinnimin, Brendan
7796 - Shipley, Ryan
6561 - Shipley, Steven
6728 - Shugg, Justin
8260 - Shvidki, Denis
4154 - Sicak, Vladimir
5551 - Sidler, Patrick
9245 - Sidlik, Petr
8817 - Sieben, Tristan
8550 - Siekmann, Tim
6148 - Siemens, Duncan
7557 - Siemens, Luke
1847 - Sifers, Jaime
1389 - Sigalet, Jonathan
4155 - Sihvonen, Kari
9592 - Sikora, Marek
6316 - Silas, Stephen
494 - Silfverberg, Jakob
7848 - Silk, Brody
738 - Sill, Zach
4585 - Sillanpää, Severi
874 - Sim, Jon
2715 - Simanek, Jiri
2199 - Simek, Juraj
8730 - Simion, Dario
7721 - Simmonds, Scott
4451 - Simmonds, Wayne
5818 - Simpson, Kent
8850 - Simpson, Mike
5911 - Sindelar, Filip
4162 - Sinitsin, Alexander
9544 - Sinkewich, Russ
1680 - Sipilainen, Olli
2589 - Siren, Niklas
9254 - Sislo, Mike
4165 - Sisoyev, Leo
7568 - Sissons, Colton
4166 - Sivan, Hervé
6088 - Siwak, Daulton
5181 - Sjögren, Mattias
880 - Sjöström, Fredrik
8851 - Skapski, Mackenzie
2266 - Skille, Jack
6419 - Skinner, Jeff
4617 - Skladany, Frantisek
4647 - Sklenar, Jakub
4169 - Skogs, Tomas
881 - Skoula, Martin
4171 - Skrbek, Pavel
4172 - Skrøder, Per-Age
4615 - Skuhravy, Vaclav
2988 - Skuhrovec, Radim
4174 - Skvortsov, Mikhail
4534 - Slaney, Robert
1133 - Slater, Jim
7312 - Slipcenko, Robert
4176 - Slivchenko, Vadim
8266 - Sloan, Blake
1876 - Sloan, Tyler
4636 - Sloboda, Karol
4177 - Sluka, Yuriy
1934 - Smaby, Matt
4178 - Smallenberg, Chris
4179 - Smallenberg, Mark
1293 - Smid, Ladislav
7674 - Smith, Austin
8444 - Smith, Ben
8445 - Smith, Brendan
5820 - Smith, Colin
8741 - Smith, Craig
6544 - Smith, Dalton
11293 - Smith, Derek
7801 - Smith, Gemel
9023 - Smith, Jacob
1135 - Smith, Jeremy
7622 - Smith, Joshua
6008 - Smith, Kevin
1286 - Smith, Mike
892 - Smith, Nathan
11293 - Smith, Trevor
5233 - Smith, Zack
6468 - Smith-Pelly, Devante
895 - Smithson, Jerred
4184 - Smits, Serge
2213 - Smolenak, Radek
7705 - Smoskowitz, Dylan
897 - Smyth, Ryan
8432 - Sneep, Carl
5363 - Snider, Michael
2805 - Snopek, Jan
2239 - Sobotka, Vladimir
8049 - Sock, Tyrone
4189 - Söderberg, Carl
4190 - Söderholm, Toni
4191 - Söderström, Christian
7583 - Sofillas, Michael
6706 - Sointu, Matias
6644 - Sol, Cody
4194 - Solis, Daniel
4195 - Somervuori, Eero
8270 - Somik, Radovan
8743 - Somma, Sergio
1522 - Sondell, Daniel
1306 - Sonne, Brett
9558 - Sonnenburg, Kyle
1714 - Sopanen, Vili
901 - Sopel, Brent
4198 - Sorensen, Jorgen
9209 - Sorensen, Nick
4200 - Sorokins, Oleg
5248 - Soryal, Justin
5782 - Soudek, Robin
9172 - Soumakis, Alexandros
4202 - Soupre, Daniel
902 - Souray, Sheldon
7563 - Souto, Chase
9255 - Sova, Joe
2930 - Spacek, Daniel
903 - Spacek, Jaroslav
5284 - Spaling, Nick
2014 - Spang, Dan
7744 - Sparks, Garret
7250 - Sparre, Dan
7249 - Sparre, Kris
412 - Spencer, Tim
1441 - Spets, Lars-Erik
904 - Spezza, Jason
1935 - Spina, David
6590 - Spooner, Ryan
8901 - Springer, Linden
4204 - Springis, Roberts
7845 - Sproul, Ryan
1329 - Sprukts, Janis
5507 - Sprunger, Julien
6195 - Spurgeon, Jared
2467 - Spylo, Ahren
5778 - St. Croix, Michael
906 - St. Jacques, Bruno
907 - St. Louis, Martin
1272 - St. Pierre, Martin
8675 - St.Pierre, Nick
908 - Staal, Eric
6705 - Staal, Jared
1297 - Staal, Jordan
11315 - Staal, Marc
9595 - Stach, David
1340 - Stafford, Drew
2015 - Stafford, Garrett
5649 - Stahl, Tyler
909 - Staios, Steve
910 - Stajan, Matt
6578 - Stajcer, Scott
392 - Stalberg, Viktor
3475 - Stalock, Alex
9156 - St-Amand, Luke
4430 - Stamkos, Steven
8272 - Stana, Rastislav
5560 - Stancescu, Viktor
4207 - Stannek, Alexander
6002 - Stanton, Ryan
7751 - Staples, Dylan
1696 - Stapleton, Tim
9610 - Starkbaum, Bernhard
9242 - St-Arnaud, Alexandre
2819 - Stary, Jan
4210 - Stasiak, Gustaw
1292 - Stastny, Paul
1209 - Stastny, Yan
2016 - Staubitz, Brad
7995 - St-Cyr, Maxime
5245 - St-Denis, Frederic
1273 - Steckel, David
9024 - Steele, Warren
1107 - Steen, Alexander
4215 - Steen, Oscar
7875 - Steeves, Robert
2960 - Stefanka, Juraj
5485 - Steinegger, Martin
5771 - Steiner, Daniel
4838 - Steiner, Nicholas
8548 - Steinhauer, Lukas
5662 - Steinmann, Janick
9270 - Stejskal, Joe
1119 - Stempniak, Lee
7500 - Stepan, Derek
1775 - Stephan, Tobias
8273 - Stephens, Charlie
7542 - Stephens, David
7636 - Stephenson, Chandler
1833 - Stephenson, Logan
9033 - Sterk, Josh
1761 - Sterling, Brett
537 - Sterner, Robin
9640 - Sternkopf, Pascal
8835 - Sterzer, Aspen
781 - Stettler, Martin
9129 - Stevens, Adam
7638 - Stevenson, Dyson
1172 - Stewart, Anthony
8385 - Stewart, Brian
2176 - Stewart, Chris
11329 - Stewart, Greg
917 - Stewart, Karl
8935 - Stewart, Liam
6958 - Stich, David
5924 - Stieler, David
7658 - Stipancik, Tommy
1060 - Stoa, Ryan
4458 - Stoesz, Myles
5564 - Stoffel, Andri
6514 - Stokes, Conor
920 - Stoll, Jarret
7593 - Stone, Brandon
5053 - Stone, Mark
5358 - Stone, Michael
1944 - Stone, Ryan
1970 - Stoner, Clayton
5710 - Stoop, Lukas
1396 - Stortini, Zack
7651 - Stovin, Brett
4472 - Strachan, Tyson
741 - Strait, Brian
922 - Straka, Martin
7035 - Straka, Petr
1531 - Stralman, Anton
2849 - Stransky, Jan
7656 - Stransky, Matej
2781 - Strapac, Petr
8793 - Street, Ben
5603 - Streit, Marco
1203 - Streit, Mark
5823 - Stretch, C.J.
7280 - Stritesky, Matej
9638 - Strobl, Florian
9628 - Strodel, Manuel
6491 - Strome, Ryan
8950 - Stromwall, Malte
3738 - Strong, Dean
6315 - Strong, Steven
925 - Strudwick, Jason
926 - Stuart, Brad
1762 - Stuart, Colin
1274 - Stuart, Mark
8731 - Stucki, Christian
928 - Stumpel, Jozef
929 - Sturm, Marco
2444 - Sturm, Soren
115 - Styrman, Fredrik
8984 - Subban, Jordan
7720 - Subban, Malcolm
983 - Subban, P.K.
931 - Suchy, Radoslav
6531 - Suellentrop, Colin
4223 - Sugihara, Katsunori
5565 - Sulander, Ari
8670 - Sulc, Jakub
4224 - Sulkovsky, David
2521 - Sullivan, Sean
933 - Sullivan, Steve
8640 - Sulmonte, Rudy
4226 - Sulzer, Alexander
8484 - Summers, Chris
1532 - Sundh, Oscar
5432 - Sundher, Kevin
1442 - Sundqvist, Jörgen
7497 - Sundstrom, Johan
935 - Sundström, Niklas
4230 - Sundukov, Sagynbek
1688 - Suominen, Tuomas
8753 - Supis, Thomas
5536 - Suri, Reto
6469 - Sutch, Gregg
1104 - Suter, Ryan
938 - Sutherby, Brian
6244 - Sutherland, Brock
4434 - Sutter, Brandon
11356 - Sutter, Brett
5896 - Sutter, Brody
7663 - Sutter, Dave
4233 - Sutter, Fabian
7655 - Sutter, Lukas
8732 - Sutter, Sebastian
939 - Sutton, Andy
2782 - Svacina, Vladimir
940 - Svatos, Marek
121 - Svedberg, Niklas
9406 - Svedberg, Viktor
7176 - Svendsen, Brandon
5781 - Svendsen, Sebastian
1533 - Svensson, Bjorn
9391 - Svensson, Markus
4239 - Svoboda, Adam
8668 - Svoboda, Jakub
942 - Svoboda, Jaroslav
5942 - Svoboda, Tomas
2863 - Svrcek, Jan
7696 - Sward, Dalton
8477 - Sweatt, Bill
6020 - Swenson, Seth
7512 - Swyripa, Jason
8696 - Sykora, Juraj
1120 - Sykora, Petr
946 - Sykora, Petr
5906 - Sykora, Tomas
9164 - Sylvegard, Emil
5148 - Sylvester, Cody
5868 - Sylvester, Dustin
9624 - Sylwander, Daniel
9051 - Syrette, Grant
6376 - Syvret, Corey
1174 - Syvret, Danny
2166 - Szczechura, Paul
2783 - Szturc, Roman
4243 - Szumielak, Eugeniusz
6628 - Szwarz, Jordan
6347 - Szydlowski, Shawn
947 - Taffe, Jeff
9460 - Taimi, Tommi
4246 - Takashi, Mori
7428 - Talaja, Roope
8399 - Talbot, Cameron
11369 - Talbot, Julian
1121 - Talbot, Maxime
9582 - Talbot-Tassi, Dominic
1171 - Tallackson, Barry
7330 - Tallberg, Teemu
948 - Tallinder, Henrik
7016 - Tam, Mikaël
4248 - Tamarra, Riccardo
1179 - Tambellini, Jeff
5522 - Tamò, Federico
4249 - Tamura, Yoichi
4250 - Tanaka, Mikio
8478 - Tanev, Christopher
742 - Tangradi, Eric
951 - Tanguay, Alex
7981 - Tanguay, Alexandre
7157 - Tanguay, Frédéric
6929 - Tanguy, Jess
6319 - Tanski, Scott
1076 - Taormina, Matthew
6451 - Tarasuk, Steven
2134 - Tardif, Jamie
7911 - Tardif-Richard, Simon
2604 - Tarkki, Iiro
1275 - Tarnasky, Nick
953 - Tarnstrom, Dick
981 - Tatar, Tomas
1276 - Taticek, Petr
8353 - Tatonetti, Carl
9995 - Tavares, John
4568 - Tavi, Janne
4466 - Taylor, Daniel
5190 - Tedenby, Mattias
4254 - Tee, Neil
7168 - Teichmann, Tyson
4255 - Teifel, Marat
6635 - Telegin, Ivan
956 - Tellqvist, Mikael
4259 - Tenkrat, Petr
4260 - Tepper, Marvin
9458 - Teräväinen, Teuvo
7929 - Terenzio, Anthony
6519 - Terreri, Victor
954 - Terry, Chris
2864 - Tesarík, Radim
8077 - Tesink, Ryan
9052 - Teskey, Scott
9025 - Tessier, Andrew
6952 - Tessier, Kelsey
1021 - Testwuide, J.P.
8386 - Testwuide, Mike
6127 - Teubert, Colten
4261 - Thalberger, Christoph
8452 - Thang, Ryan
958 - Theodore, Jose
8927 - Theodore, Shea
6495 - Theoret, Mitchell
5809 - Theriau, Alex
7134 - Thériault, Matthieu
7485 - Thibaudeau, Nicolas
7948 - Thibeau, Brandon
8641 - Thibodeau, Chad
8912 - Thiel, Cody
746 - Thiessen, Brad
9323 - Thomas, Andy
1277 - Thomas, Bill
6520 - Thomas, Christian
6687 - Thomas, Justin
7079 - Thomas, Mike
962 - Thomas, Tim
6675 - Thompson, Brett
1328 - Thompson, Nate
9309 - Thompson, Paul
7625 - Thompson, Tayler
6412 - Thomson, Ben
9559 - Thomson, Robin
1278 - Thorburn, Chris
8607 - Thorell, Erik
4265 - Thoresen, Patrick
9336 - Thörnberg, Jesper
963 - Thornton, Joe
965 - Thornton, Shawn
6152 - Thrower, Dalton
2206 - Thuresson, Andreas
8762 - Ticar, Rok
7765 - Tierney, Chris
4453 - Tifu, Yannick
4269 - Tikkanen, Harri
8286 - Timander, Mattias
6734 - Timmins, Scott
4270 - Timonen, Jussi
967 - Timonen, Kimmo
7770 - Tinordi, Jarred
969 - Tjärnqvist, Mathias
8902 - Tkatch, Jordan
2285 - Tlusty, Jiri
4272 - Tobia, Mario
5802 - Tochkin, Kellan
8742 - Todd, Adam
2087 - Toews, Jonathan
6538 - Toffoli, Tyler
1186 - Toivonen, Hannu
1585 - Toivonen, Juha
690 - Tokarski, Dustin
1279 - Tollefsen, Ole-Kristian
4274 - Tolsa, Jari
4536 - Tolvanen, Mikko
4275 - Tölzer, Steffen
2718 - Toman, Milan
4595 - Tomas, Roman
4649 - Tomica, Marek
86 - Tommernes, Henrik
2980 - TON, Petr
972 - Tootoo, Jordin
4279 - Tophy, Christophe
4280 - Toporowski, Shayne
5651 - Topping, Mitch
1823 - Tordjman, Josh
161 - Torp, Nichlas
973 - Torres, Raffi
974 - Toskala, Vesa
5895 - Tot, Philip
4528 - Tousignant, Mathieu
4284 - Töykkälä, Joni
5472 - Traber, Tim
4285 - Traczyk, Waldemar
7831 - Trafford, Terry
9217 - Trainor, Peter
5830 - Trask, Jake
6940 - Trask, Scott
975 - Traverse, Patrick
2999 - Travnicek, Michal
4286 - Traynor, Paul
8689 - Treille, Sacha
2369 - Treille, Yorick
9186 - Tremaine, Mark
8354 - Tremblay, François
9283 - Tremblay, Hunter
9157 - Tremblay, Simon
8879 - Tremblay, Spencer
4288 - Trepanier, Pascal
2446 - Treutle, Niklas
1919 - Trevelyan, T.J.
4289 - Trevisan, Agostino
8289 - Tripp, John
8290 - Trnka, Pavel
6638 - Trocheck, Vincent
7866 - Trojanovic, Steven
2888 - Troncinsky, Marek
8411 - Tropp, Corey
7602 - Trott, Jason
2502 - Trotter, Brock
7950 - Trudeau, Philippe
6762 - Trudeau, Sébastien
330 - Trunz, Adrian
7817 - Trutmann, Dario
5484 - Truttmann, Marco
2855 - Trvaj, Jiri
4290 - Trygg, Mats
7533 - Trzonkowski, Rob
4292 - Tsarik, Oleg
5486 - Tschantre, Mathieu
7724 - Tsogkas, Andreas
9091 - Tuffin, Ryan
4294 - Tukio, Arto
4295 - Tukonen, Lauri
9281 - Tulupov, Kirill
8588 - Tuohimaa, Frans
1732 - Tuomainen, Miikka
7452 - Tuominen, Henri
1604 - Tuominen, Joni
1643 - Tuppurainen, Jani
4299 - Turakov, Vladmir
7930 - Turbide, Francis
982 - Turco, Marty
9016 - Turcotte, Spencer
7876 - Turnbull, Brent
717 - Turnbull, Travis
2652 - Turris, Kyle
4301 - Tursumbayev, Galym
7334 - Turtiainen, Jaakko
1694 - Tuulola, Marko
7698 - Tvrdon, Marek
691 - Tyrell, Dana
4569 - Tyrvainen, Antti
8598 - Tyrvainen, Juhani
4305 - Tyupkin, Ballash
988 - Tyutin, Fedor
4306 - Ueno, Masao
6188 - Uher, Dominik
4308 - Ujcik, Viktor
4309 - Ulbricht, Michael
7328 - Ullberg, Richard
4310 - Ullmann, Christoph
90 - Ullstrom, David
8836 - Ully, Cole
8733 - Ulmann, Tim
2404 - Ulmer, Jason
2382 - Ulmer, Jeff
4875 - Ulmer, Stefan
9480 - Ulrych, Petr
1139 - Umberger, R.J.
5833 - Underwood, Brandon
809 - Untersander, Ramon
992 - Upshall, Scottie
8653 - Urban, Tomas
5139 - Urbom, Alexander
4316 - Ustorf, Stefan
4317 - Uusikartano, Aki
1711 - Uusitalo, Ville
8745 - Uvira, Sebastian
993 - Vaananen, Ossi
4319 - Vaccari, Cesare
8663 - Vachovec, Michal
4320 - Vahalahti, Ville
7858 - Vail, Brady
2721 - Vak, Tomas
1763 - Valabik, Boris
9511 - Valach, Juraj
7667 - Valcourt, Collin
7277 - Valent, Michal
2139 - Valentenko, Pavel
6525 - Valentine, Scott
7461 - Valery-Trabucco, Mario
1427 - Valiquette, Stephen
4325 - Valivaara, Jyrki
7585 - Valk, Curtis
9445 - Valkonen, Joonas
7005 - Vallerand, Marc-Olivier
4327 - Vallin, Ari
5921 - Valsky, Jakub
2852 - Vampola, Petr
1811 - Van der Gulik, David
5285 - Van Guilder, Mark
4329 - Van Hecke, Richard
389 - Van Riemsdyk, James
9074 - Van Stralen, Ryan
9246 - Vance, Troy
7653 - Vandane, Davis
999 - Vandermeer, Jim
11448 - Vandermeer, Pete
9086 - Vanderwiel, Danny
8480 - Vandevelde, Chris
1084 - Vanek, Thomas
7701 - Vannieuwenhuizen, Wes
7673 - Vanscourt, Tyler
4331 - Vanttinen, Tuomas
2931 - Vantuch, Lukas
1000 - Varada, Vaclav
4332 - Varakas, Ville
9081 - Varga, Steven
4846 - Varlamov, Semyon
1001 - Varlamov, Sergei
6443 - Varone, Phil
4637 - Vasicek, Jiri
4334 - Vasiljevs, Herbert
8844 - Vasko, Filip
7455 - Västilä, Markus
4557 - Vatanen, Sami
8301 - Vauclair, Julien
5901 - Vauclair, Tristan
6206 - Vause, Taylor
9552 - Veber, Roman
4336 - Vegetti, Gabriele
4337 - Vehanen, Petri
748 - Veilleux, Keven
1004 - Veilleux, Stephane
9247 - Veilleux, Tommy
7096 - Veilleux, Yannick
4338 - Venäläinen, Sami
9165 - Venuto, Lucas
6213 - Verdino, Kyle
9056 - Verhaeghe, Carter
8734 - Vermeille, Mike
1005 - Vermette, Antoine
6823 - Vermette, Gabriel
783 - Vermin, Joel
1750 - Vernace, Mike
6788 - Véronneau, Alexandre
7883 - Verpaelst, Gabriel
7996 - Verret, Anthony
9166 - Verrier, Jérôme
1985 - Versteeg, Kris
4341 - Verwey, Roland
1861 - Vesce, Ryan
2722 - Vesely, Ondrej
8960 - Vetterl, Austin
5966 - Vey, Linden
6137 - Viedensky, Marek
9113 - Vienneau, Joel
1008 - Vigier, Jean-Pierre
4344 - Vignal, Achille
4345 - Vihko, Joonas
4348 - Viitaluoma, Ville
1723 - Viitanen, Mikko
4349 - Vikingstad, Tore
4350 - Viklund, Tobias
7912 - Villemaire, Maxime
6258 - Vincour, Tomas
4542 - Virkkunen, Valtteri
2650 - Virtala, Marko
2603 - Virtanen, Jonne
2932 - Visek, Jan
6506 - Visentin, Mark
1010 - Visnovsky, Lubomir
4357 - Visockis, Yury
4358 - Vital, Ethan
754 - Vitale, Joe
7366 - Vittasmäki, Veli-Matti
4359 - Viuhkola, Jari
8888 - Viveiros, Layne
2758 - Vlach, Roman
9075 - Vlajkov, Mike
4360 - Vlasak, Tomas
1299 - Vlasic, Marc-Edouard
8787 - Voakes, Mark
2936 - Vojtek, Martin
1011 - Vokoun, Tomas
1012 - Volchenkov, Anton
8918 - Volek, Dominik
2686 - Volke, Martin
8465 - Volpatti, Aaron
7844 - Volpe, Patrick
4364 - von Arx, Jan
4365 - von Arx, Reto
5552 - von Gunten, Patrick
4650 - Vondrka, Michal
4435 - Voracek, Jakub
5949 - Voracek, Tomas
1973 - Voros, Aaron
5927 - Vostrak, pavel
7316 - Vosvrda, Tomas
4368 - Voutilainen, Jukka
5279 - Voynov, Slava
9506 - Vráblík, Roman
1889 - Vrana, Petr
5908 - Vrbata, David
1014 - Vrbata, Radim
5520 - Vukovic, Daniel
4370 - Vyater, Martins
1015 - Vyborny, David
2725 - Vydareny, Rene
4371 - Vykoukal, Jiri
2945 - Vytisk, Jan
2371 - Waginger, Michael
6211 - Wagner, Dillon
9631 - Wagner, Fabrio
2092 - Wagner, Steve
6182 - Wahl, Mitch
4375 - Wakabayashi, Koichi
6640 - Walch, Brad
9470 - Walker, Ben
4888 - Walker, Brenden
9322 - Walker, Eric
446 - Walker, Geoff
5690 - Walker, Julian
6014 - Walker, Luke
1016 - Walker, Matt
9526 - Walker, Nathan
2292 - Wallace, Tim
1019 - Wallin, Niclas
8306 - Wallin, Rickard
8307 - Walser, Derrick
8583 - Walser, Samuel
7977 - Walsh, Patrick
1131 - Walsky, Eric
1280 - Walter, Ben
8951 - Walter, Lukas
4378 - Walter, Martin
7559 - Walters, Nick
8852 - Wand, Spencer
1591 - Wandell, Tom
7375 - Wannstrom, Sebastian
1187 - Ward, Cam
1384 - Ward, Joel
9606 - Ward, Samuel
2492 - Ward, Steve
8928 - Wardley, Evan
4382 - Warg, Fredrik
1569 - Wärn, Max
9292 - Warsofsky, David
1785 - Wathier, Francis
7186 - Watkins, Matt
9017 - Watling, Patrick
6583 - Watson, Austin
8861 - Watson, Jamal
5316 - Watt, J.D.
6331 - Watters, Ian
6113 - Weal, Jordan
1028 - Weaver, Mike
11491 - Weber, Mike
1176 - Weber, Shea
5614 - Weber, Yannick
7860 - Webermin, Grant
7920 - Weckworth, David
6625 - Wedgewood, Scott
8936 - Wedman, Cole
1738 - Weiman, Tyler
1032 - Weinhandl, Mattias
