3002 - Aalto, Teemu
9467 - Aaltonen, Miro
10740 - Aasman, Logan
5199 - Abbott, Cam
5200 - Abbott, Chris
9189 - Abbott, Michael
2661 - Abdelkader, Justin
6888 - Abeltshauser, Konrad
1 - Abid, Ramzi
5785 - Abney, Cameron
9904 - Abou-Assaly, Andrew
5509 - Abplanalp, Marc
7730 - Abraham, Spencer
10218 - Ackermann, Alexander
6133 - Acolatse, Sena
9413 - Acton, Will
8818 - Adam, Austin
6802 - Adam, Luke
2 - Adams, Craig
3010 - Adamski, Marek
2837 - Adamský, Martin
10781 - Adamson, Austin
9947 - Addesi, Jordan
9933 - Addison, Jeremiah
10685 - Adolfsson, Johan
4 - Aebischer, David
11367 - Aeschlimann, Marc
11563 - Agostino, Kenny
6485 - Agozzino, Andrew
70 - Ahlen, Mikael
11291 - Ahlgren, Ville
1463 - Ahnelöv, Jonas
10484 - Aho, Sebastian
1558 - Ahonen, Rony
2570 - Ahtola, Jerry
7335 - Aittokallio, Sami
3015 - Aizawa, Shigehiko
2462 - Akdag, Sinan
6415 - Akeson, Jason
11298 - Alanne, Joonas
7333 - Alatalo, Santeri
3022 - Alberici, Alberto
9317 - Albert, John
1127 - Alberts, Andrew
10042 - Alcalde, Liam
6653 - Alderson, Brandon
6308 - Aleardi, Alex
9930 - Alexeev, Andrey
10727 - Alfaro, Matt
10 - Alfredsson, Daniel
3026 - Alikoski, Mikko
11156 - Allan, Scott
10992 - Allard, Frédéric
10820 - Alldridge, Steven
12 - Allen, Bryan
10614 - Allen, Conor
6836 - Allen, Jake
7418 - Alm, Johan
1007 - Almond, Cody
7380 - Almquist, Adam
1429 - Almtorp, Jonas
8613 - Alsenfelt, Oscar
10596 - Alt, Mark
9057 - Altshuller, Daniel
11606 - Álvarez, Robin
5386 - Alzner, Karl
9849 - Amadio, Mike
3027 - Ambühl, Andres
11080 - Amson, Carter
9411 - Andersen, Frederik
2533 - Andersen, Niclas
5961 - Anderson, Brandon
16 - Anderson, Craig
6483 - Anderson, J.P.
9034 - Anderson, Josh
10034 - Anderson, Stephen
11655 - Andersson, Erik
2557 - Andersson, Erik
85 - Andersson, Joakim
3035 - Andersson, Peter
6511 - Andreoff, Andy
6904 - Andrews, Brent
9218 - Andrighetto, Sven
11093 - Andrlik, Tomas
4811 - Andronov, Sergey
8513 - Aneloski, Bryce
1739 - Angelidis, Mike
2145 - Anisimov, Artem
2448 - Ankert, Torsten
10912 - Annecchiarico, Alex
7078 - Anthony, Steven
11255 - Antonen, Joose
879 - Antonietti, Benjamin
8581 - Antonietti, Eliot
20 - Antropov, Nik
3040 - Anttila, Marko
9648 - Appleby, Ken
3042 - Apsitis, Sergey
7133 - Archambault, Olivier
9200 - Archambault, Philippe
6281 - Archibald, Darren
8780 - Arcobello, Mark
10468 - Arell, Niklas
3043 - Arendt, Ronny
3044 - Arkatov, Vyacheslav
11659 - Arkiomaa, Eetu-Ville
2560 - Arlbrandt, Par
11615 - Armalis, Mantas
1154 - Armstrong, Colby
5634 - Armstrong, John
10900 - Armstrong, Nelson
9408 - Arnesson, Linus
2060 - Arniel, Jamie
11570 - Arnold, Bill
6031 - Aronson, Taylor
11140 - Aronsson, Emil
10403 - Arousva, Santeri
1871 - Arsene, Dean
6756 - Arseneau, Vincent
9340 - Arvidsson, Viktor
26 - Asham, Arron
7921 - Ashley, Darcy
6118 - Ashton, Carter
11175 - Askew, Cameron
10322 - Åslin, David
1461 - Åslund, Per
8593 - Asplund, Turo
8953 - Ast, Anthony
5855 - Astles, Jessey
7764 - Athanasiou, Andreas
8740 - Atkinson, Cam
8954 - Atwal, Arvin
10993 - Aubé, Frédéric
10125 - Aubé-Kubel, Nicolas
10055 - Aubin, Brent
4460 - Aubin, Mathieu
6965 - Aubry, Louis-Marc
1210 - Aucoin, Keith
9650 - Audette, Daniel
10025 - Auger, Jérémy
9006 - Auger, Justin
9226 - Auger, Sébastien
5525 - Augsburger, Gaetan
900 - Aulie, Keith
8014 - Aulin, Jared
11628 - Aurén, Jean
