3000 - Aab, Vitalij
7131 - Sauve, Maxime
7086 - Sauve, Yann
8250 - Savage, Andre
6949 - Savard, David
4116 - Savard, Jacques
842 - Savard, Marc
5535 - Savary, Paul
4117 - Savilahti-Nagander, Per
2595 - Savinainen, Veli-Matti
7012 - Savoie, Dominic
5377 - Sawada, Raymond
2268 - Sawyer, Jean-Claude
4439 - Sbisa, Luca
4119 - Sbruev, Grigori
1782 - Scalzo, Mario
7121 - Scandella, Marco
4120 - Scarabelli, Alessandro
6218 - Scarlett, Reece
843 - Scatchard, Dave
4527 - Sceviour, Colton
5821 - Schaber, Chase
844 - Schaefer, Nolan
4454 - Schaeffer, Kevin
6169 - Schappert, Jeremy
5602 - Schefer, Marc
6085 - Scheidl, Lane
5582 - Schelling, Philippe
6575 - Schemitsch, Geoffrey
4124 - Schenkel, Thomas
4966 - Schenn, Brayden
4447 - Schenn, Luke
782 - Scherwey, Tristan
716 - Schiestel, Drew
4125 - Schietzold, André
5774 - Schild, Roman
5538 - SCHILT, Sebastien
6434 - Schinkelshoek, Pieter
976 - Schira, Craig
872 - Schlagenhauf, Roman
4126 - Schlager, Philipp
5333 - Schlemko, David
7111 - Schlumpf, Dominik
7253 - Schmerda, Michael
1979 - Schmidt, Bryan
8252 - Schmidt, Chris
6242 - Schmidt, Tyler
6622 - Schmitz, Beau
5488 - Schneeberger, Noah
2236 - Schneider, Andy
2063 - Schneider, Cory
4130 - Schneider, David
2415 - Schneider, Eric
5136 - Schneider, Mark
849 - Schneider, Mathieu
6023 - Schneider, Stefan
4131 - Schnicks, Christoph
4132 - Schnitzer, Florian
5570 - Schnyder, Daniel
5674 - Schnyder, Fabian
5752 - Schoder, matthias
6458 - Schoenmakers, Derek
6259 - Scholten, Brandon
6267 - Scholten, Dillon
5581 - Schommer, Patrick
7237 - Schön, Michal
5428 - Schönberger, Sandro
5696 - Schönenberger, Lovis
4133 - Schopper, Benedikt
4134 - Schoten, Markus
1942 - Schremp, Rob
1134 - Schubert, Christoph
5394 - Schüle, Tim
5548 - Schulthess, Marc
5150 - Schultz, Ian
1375 - Schultz, Jeff
1358 - Schultz, Jesse
850 - Schultz, Nick
4138 - Schütz, Felix
4140 - Schwab, Tobias
1422 - Schwarz, Marek
7241 - Schwarzkugler, Michael
6501 - Schwindt, Mike
4141 - Schymainski, Martin
5694 - Sciaroni, Gregory
7305 - Scofield, Tyler
4533 - Scott, Greg
1968 - Scott, John
4874 - Scott, Travis
856 - Scuderi, Robert
1103 - Seabrook, Brent
919 - Seabrook, Keith
6378 - Searle, David
5404 - Sedelmayr, Johannes
857 - Sedin, Daniel
858 - Sedin, Henrik
7315 - Sedivy, Ondrej
2764 - Sedlácek, Jakub
6599 - Sedlak, Adam
7272 - Sedlmayr, Johannes
6863 - Seed, Jason
6712 - Sefton, Justin
1898 - Segal, Brandon
6270 - Segal, Mark
5576 - Seger, Mathias
6605 - Seguin, Tyler
859 - Seidenberg, Dennis
4142 - Seidenberg, Yannic
7211 - Seifert, Patrick
4143 - Seikola, Markus
860 - Sejna, Peter
1366 - Sekera, Andrej
862 - Selanne, Teemu
2876 - Selingr, Pavel
4145 - Selivanov, Alexander
2942 - Seman, Daniel
863 - Semenov, Alexei
1304 - Semin, Alexander
2818 - Semorád, Jan
6072 - Senkerik, Petr
6161 - Sentyurin, Mikhail
1580 - Seppänen, Timo
4147 - Serizawa, Susumu
1783 - Sertich, Marty
2042 - Sestito, Tim
2303 - Sestito, Tom
2089 - Setoguchi, Devin
4148 - Setzinger, Oliver
2885 - Ševc, Martin
2414 - Sevo, Daniel
3399 - Sexsmith, Tyson
4519 - Sexton, Dan
5513 - Seydoux, Philippe
6401 - Seymour, Clark
6639 - Sgarbossa, Michael
1860 - Sgroi, Mike
4149 - Shalimov, Viktor
6636 - Shalla, Josh
1308 - Shannon, Ryan
6924 - Shannon, Zachary
2072 - Shantz, David
4150 - Sharov, Vyacheslav
4590 - Sharp, MacGregor
867 - Sharp, Patrick
1759 - Sharrow, Jimmy
5177 - Shattock, Tyler
6488 - Shaw, Andrew
6681 - Shaw, Brian
6796 - Shaw, Logan
4152 - Sheiman, Vladmir
5246 - Shelast, Tyler
868 - Shelley, Jody
2100 - Sheppard, James
6974 - Sherbatov, Eliezer
6355 - Shields, David
6233 - Shinnimin, Brendan
6561 - Shipley, Steven
394 - Shirokov, Sergei
6728 - Shugg, Justin
4154 - Sicak, Vladimir
5354 - Siddall, Matt
5551 - Sidler, Patrick
6148 - Siemens, Duncan
1847 - Sifers, Jaime
1389 - Sigalet, Jonathan
4155 - Sihvonen, Kari
8261 - Siklenka, Mike
6316 - Silas, Stephen
494 - Silfverberg, Jakob
738 - Sill, Zach
4585 - Sillanpää, Severi
6155 - Silvester, Brenden
874 - Sim, Jon
2715 - Šimánek, Jirí
2199 - Simek, Juraj
7345 - Similä, Petteri
4451 - Simmonds, Wayne
875 - Simon, Ben
5818 - Simpson, Kent
5128 - Sinatynski, Jesse
2851 - Šindel, Jakub
5911 - Sindelar, Filip
4162 - Sinitsin, Alexander
1680 - Sipiläinen, Olli
2589 - Siren, Niklas
6362 - Sisca, Mathew
4165 - Sisoyev, Leo
7319 - Sivak, Peter
4166 - Sivan, Hervé
6088 - Siwak, Daulton
5181 - Sjögren, Mattias
5207 - Sjögren, Pontus
880 - Sjostrom, Fredrik
2542 - Skålberg, Jens
6634 - Skellett, Jordan
2266 - Skille, Jack
1808 - Skinner, Brett
6419 - Skinner, Jeff
4617 - Skladaný, František
4647 - Sklenár, Jakub
4169 - Skogs, Tomas
881 - Skoula, Martin
882 - Skrastins, Karlis
4171 - Skrbek, Pavel
4172 - Skroder, Per-Age
4615 - Skuhravý, Václav
2988 - Skuhrovec, Radim
4174 - Skvortsov, Mikhail
8265 - Slaney, John
4534 - Slaney, Robert
1133 - Slater, Jim
5611 - Slattengren, Aaron
885 - Slegr, Jiri
7254 - Sleigher, Pierre-Luc
7312 - Slipcenko, Robert
4176 - Slivchenko, Vadim
8266 - Sloan, Blake
1876 - Sloan, Tyler
4497 - Sloane, David
4636 - Sloboda, Karol
4177 - Sluka, Yuriy
1934 - Smaby, Matt
2886 - Šmach, Ondrej
4178 - Smallenberg, Chris
4179 - Smallenberg, Mark
1293 - Smid, Ladislav
6601 - Smith, Barron
8268 - Smith, Brandon
5820 - Smith, Colin
6544 - Smith, Dalton
11293 - Smith, Derek
1135 - Smith, Jeremy
6008 - Smith, Kevin
1286 - Smith, Mike
892 - Smith, Nathan
11293 - Smith, Trevor
894 - Smith, Wyatt
5233 - Smith, Zack
6468 - Smith-Pelly, Devante
895 - Smithson, Jerred
4184 - Smits, Serge
2213 - Smolenak, Radek
896 - Smolinski, Bryan
1757 - Smotherman, Jordan
5987 - Smuk, Cody
2408 - Smyth, Brad
897 - Smyth, Ryan
5772 - Snell, Wesley
2658 - Snellman, Niko
4187 - Snellman, Ville
5271 - Snetsinger, Bradley
5363 - Snider, Michael
2805 - Snopek, Jan
7255 - Soares, Josh
2239 - Sobotka, Vladimir
7417 - Söder, Stefan
1523 - Söderberg, Anders
4190 - Söderholm, Toni
4191 - Söderström, Christian
5984 - Sohn, Tanner
5816 - Sohor, Paul
6706 - Sointu, Matias
6644 - Sol, Cody
4194 - Solis, Daniel
4195 - Somervuori, Eero
8270 - Somik, Radovan
1522 - Sondell, Daniel
5553 - Sonder, Ralph
1306 - Sonne, Brett
1537 - Sonntag, Fredrik
7355 - Sopanen, Iiro
1714 - Sopanen, Vili
901 - Sopel, Brent
4198 - Sorensen, Jorgen
4211 - Sorochan, Aaron
4200 - Sorokins, Oleg
5248 - Soryal, Justin
6665 - Soucie, Ron
5782 - Soudek, Robin
4202 - Soupre, Daniel
902 - Souray, Sheldon
6981 - Southorn, Jordon
2930 - Špacek, Daniel
903 - Spacek, Jaroslav
5284 - Spaling, Nick
2014 - Spang, Dan
7250 - Sparre, Dan
7249 - Sparre, Kris
6128 - Sparrow, Travis
5941 - Spelda, Lukas
412 - Spencer, Tim
1441 - Spets, Lars-Erik
904 - Spezza, Jason
905 - Spiller, Matthew
1935 - Spina, David
2713 - Špirko, Rastislav
6124 - Spooner, Mitch
6590 - Spooner, Ryan
4204 - Springis, Roberts
1329 - Sprukts, Janis
5507 - Sprunger, Julien
6195 - Spurgeon, Jared
2041 - Spurgeon, Tyler
7206 - Spylo, Ahren
5778 - St. Croix, Michael
5852 - St. Denis, Kyle
906 - St. Jacques, Bruno
6384 - St. Jacques, Cody
907 - St. Louis, Martin
1272 - St. Pierre, Martin
7193 - St.Pierre, Nick
908 - Staal, Eric
6705 - Staal, Jared
1297 - Staal, Jordan
11315 - Staal, Marc
1340 - Stafford, Drew
2015 - Stafford, Garrett
5649 - Stahl, Tyler
909 - Staios, Steve
910 - Stajan, Matt
6321 - Stajan, Thomas
6578 - Stajcer, Scott
392 - Stalberg, Viktor
351 - Stalder, Ralph
3475 - Stalock, Alex
4430 - Stamkos, Steven
8272 - Stana, Rastislav
5560 - Stancescu, Victor
6070 - Stanfield, Parker
6154 - Stanford, Steven
6291 - Stanisz, Matt
4207 - Stannek, Alexander
6002 - Stanton, Ryan
1696 - Stapleton, Tim
2819 - Starý, Jan
4210 - Stasiak, Gustaw
1292 - Stastny, Paul
1209 - Stastny, Yan
2016 - Staubitz, Brad
2463 - Staudt, Sebastian
5245 - St-Denis, Frédéric
5317 - Stebner, Zak
1273 - Steckel, David
1107 - Steen, Alexander
4215 - Steen, Oscar
4216 - Stefaniszin, Sebastian
2960 - Štefanka, Juraj
7006 - Stefanovich, Mikhail
2208 - Stehlik, Richard
7414 - Steijer, Rickard
5485 - Steinegger, Martin
5771 - Steiner, Daniel
4838 - Steiner, Nicholas
5662 - Steinmann, Janick
1119 - Stempniak, Lee
2768 - Štepánek, Jakub
5687 - Stephan, Fabian
1775 - Stephan, Tobias
8273 - Stephens, Charlie
6936 - Stephens, Ted
1833 - Stephenson, Logan
5633 - Stephenson, Matt
7278 - Sterbak, Marcel
1761 - Sterling, Brett
537 - Sterner, Robin
781 - Stettler, Martin
6426 - Stevens, Christian
6658 - Stevens, Peter
1144 - Stevenson, Grant
1172 - Stewart, Anthony
11329 - Stewart, Chris
11329 - Stewart, Greg
917 - Stewart, Karl
7004 - St-Germain, Étienne
6958 - Stich, David
6201 - Stickland, Michael
5924 - Stieler, David
918 - Stillman, Cory
6987 - Stinziani, Michael
5691 - Stirnimann, Reto
7069 - St-Laurent, Karel
1060 - Stoa, Ryan
6890 - Stoddard, Matthew
4458 - Stoesz, Myles
5564 - Stoffel, Andri
6514 - Stokes, Conor
1969 - Stokes, Ryan
920 - Stoll, Jarret
5053 - Stone, Mark
5358 - Stone, Michael
1944 - Stone, Ryan
1970 - Stoner, Clayton
5710 - Stoop, Lukas
921 - Storr, Jamie
1396 - Stortini, Zack
6661 - Stoughton, Jesse
4472 - Strachan, Tyson
741 - Strait, Brian
922 - Straka, Martin
7035 - Straka, Petr
1531 - Strålman, Anton
2849 - Stránský, Jan
2781 - Strapác, Petr
5603 - Streit, Marco
1203 - Streit, Mark
6081 - Stremmel, Hudson
5823 - Stretch, C.J.
7280 - Stritesky, Matej
7371 - Strömberg, Arvid
1698 - Strömberg, Kim
1672 - Strömberg, Mikko
6491 - Strome, Ryan
3738 - Strong, Dean
6315 - Strong, Steven
925 - Strudwick, Jason
6121 - Strueby, Matt
6998 - Struthers, Jarrad
926 - Stuart, Brad
1762 - Stuart, Colin
1274 - Stuart, Mark
7318 - Sturala, Tomas
929 - Sturm, Marco
2444 - Sturm, Sören
4221 - Styf, Pär
115 - Styrman, Fredrik
983 - Subban, P.K.
931 - Suchy, Radoslav
6531 - Suellentrop, Colin
6003 - Suer, Chad
5617 - Sugden, Brandon
4223 - Sugihara, Katsunori
5565 - Sulander, Ari
4224 - Sulkovsky, David
6210 - Sullivan, Andrew
6669 - Sullivan, Brent
2521 - Sullivan, Sean
933 - Sullivan, Steve
4226 - Sulzer, Alexander
1532 - Sundh, Oscar
5432 - Sundher, Kevin
1442 - Sundqvist, Jörgen
2536 - Sundström, Alexander
935 - Sundstrom, Niklas
4230 - Sundukov, Sagynbek
1688 - Suominen, Tuomas
4648 - Sup, Michal
5536 - Suri, Reto
6469 - Sutch, Gregg
864 - Suter, Daniel
1104 - Suter, Ryan
938 - Sutherby, Brian
6244 - Sutherland, Brock
4434 - Sutter, Brandon
11356 - Sutter, Brett
5896 - Sutter, Brody
4233 - Sutter, Fabian
939 - Sutton, Andy
2782 - Svacina, Vladimír
2992 - Švarný, Ivan
4237 - Svartvadet, Per
940 - Svatos, Marek
121 - Svedberg, Niklas
7176 - Svendsen, Brandon
5781 - Svendsen, Sebastian
1533 - Svensson, Björn
4239 - Svoboda, Adam
942 - Svoboda, Jaroslav
5942 - Svoboda, Tomas
2863 - Švrcek, Jan
8280 - Swanson, Brian
6077 - Sweet, Zach
5326 - Sweetland, Andrew
6020 - Swenson, Seth
6588 - Swift, Jeff
5270 - Swift, Michael
945 - Sydor, Darryl
1120 - Sykora, Petr
946 - Sykora, Petr
5906 - Sykora, Tomas
5148 - Sylvester, Cody
5868 - Sylvester, Dustin
2585 - Syväsalmi, Kai
6376 - Syvret, Corey
1174 - Syvret, Danny
2166 - Szczechura, Paul
2783 - Szturc, Roman
4243 - Szumielak, Eugeniusz
7242 - Szuper, Levente
6628 - Szwarz, Jordan
6347 - Szydlowski, Shawn
7238 - Szygula, Dennis
6198 - Tadjdeh, Michael
947 - Taffe, Jeff
6858 - Tait, Dereck
4246 - Takashi, Mori
11369 - Talbot, Julian
6871 - Talbot, Mathieu
1121 - Talbot, Maxime
1171 - Tallackson, Barry
4247 - Tallaire, Sean
7330 - Tallberg, Teemu
948 - Tallinder, Henrik
7016 - Tam, Mikael
4248 - Tamarra, Riccardo
1179 - Tambellini, Jeff
5522 - Tamo, Federico
4249 - Tamura, Yoichi
4250 - Tanaka, Mikio
6758 - Tanel, Daniel
742 - Tangradi, Eric
951 - Tanguay, Alex
7157 - Tanguay, Frédéric
6929 - Tanguy, Jess
6319 - Tanski, Scott
1076 - Taormina, Matthew
1731 - Tapio, Jussi
6451 - Tarasuk, Steven
7000 - Tardif, Antoine
2134 - Tardif, Jamie
6703 - Tarini, Kyle
2185 - Tarkir, Zach
2604 - Tarkki, Iiro
1557 - Tarkki, Tuomas
5898 - Tarnasky, Neil
1275 - Tarnasky, Nick
953 - Tarnstrom, Dick
6204 - Tassone, Matt
981 - Tatar, Tomas
1276 - Taticek, Petr
6579 - Tatrn, Zach
2394 - Taube, Jan
9995 - Tavares, John
4568 - Tavi, Janne
11383 - Taylor, Adam
7128 - Taylor, Anthony
8283 - Taylor, Chris
4466 - Taylor, Daniel
6038 - Taylor, Garrett
1773 - Taylor, Jake
6446 - Taylor, Justin
4480 - Taylor, Max
5249 - Taylor, Mike
6521 - Taylor, Tyler
5190 - Tedenby, Mattias
4254 - Tee, Neil
7168 - Teichmann, Tyson
4255 - Teifel, Marat
6635 - Telegin, Ivan
6269 - Tendler, Derek
4259 - Tenkrat, Petr
1877 - Tenute, Joey
7329 - Teppo, Miihkali
5731 - Terrazzano, Pasquale
6519 - Terreri, Victor
954 - Terry, Chris
5301 - Teslak, Michael
6952 - Tessier, Kelsey
1021 - Testwuide, J.P.
6127 - Teubert, Colten
4261 - Thalberger, Christoph
6591 - Theberge, Brett
5417 - Themm, Steve
958 - Theodore, Jose
6495 - Theoret, Mitchell
5809 - Theriau, Alex
7134 - Theriault, Matthieu
6829 - Therrien, Nicolas
7243 - Thiehoff, Dennis
746 - Thiessen, Brad
6079 - Thiessen, Garrett
1277 - Thomas, Bill
6520 - Thomas, Christian
2364 - Thomas, Felix
6687 - Thomas, Justin
7079 - Thomas, Mike
962 - Thomas, Tim
6675 - Thompson, Brett
1328 - Thompson, Nate
6412 - Thomson, Ben
1278 - Thorburn, Chris
4265 - Thoresen, Patrick
4266 - Thörnberg, Martin
6962 - Thorne, Chris
6324 - Thorne, Stephon
963 - Thornton, Joe
965 - Thornton, Shawn
6152 - Thrower, Dalton
2206 - Thuresson, Andreas
4453 - Tifu, Yannick
4442 - Tikhonov, Viktor
4269 - Tikkanen, Harri
8286 - Timander, Mattias
6734 - Timmins, Scott
4270 - Timonen, Jussi
967 - Timonen, Kimmo
6421 - Tipoff, Matthew
968 - Tjarnqvist, Daniel
969 - Tjarnqvist, Mathias
2393 - Tkaczuk, Daniel
2285 - Tlusty, Jiri
4272 - Tobia, Mario
5802 - Tochkin, Kellan
2087 - Toews, Jonathan
6538 - Toffoli, Tyler
6266 - Toigo, Nolan
1186 - Toivonen, Hannu
690 - Tokarski, Dustin
6237 - Toll, Jarrett
1279 - Tollefsen, Ole-Kristian
1991 - Tolpeko, Denis
4274 - Tolsa, Jari
4536 - Tolvanen, Mikko
4275 - Tölzer, Steffen
2718 - Toman, Milan
4595 - Tomas, Roman
4649 - Tomica, Marek
86 - Tömmernes, Henrik
8287 - Toms, Jeff
2980 - TON, Petr
6143 - Toomey, Travis
972 - Tootoo, Jordin
4279 - Tophy, Christophe
5651 - Topping, Mitch
6073 - Torbohm, Kurt
1823 - Tordjman, Josh
161 - Torp, Nichlas
6349 - Torquato, Zack
973 - Torres, Raffi
974 - Toskala, Vesa
5895 - Tot, Philip
7129 - Touchette, Alexandre
4528 - Tousignant, Mathieu
4284 - Töykkälä, Joni
5472 - Traber, Tim
6503 - Traccitto, Reggie
5533 - Trachsler, Morris
4285 - Traczyk, Waldemar
5830 - Trask, Jake
6940 - Trask, Scott
975 - Traverse, Patrick
2999 - Trávnícek, Michal
4286 - Traynor, Paul
6711 - Trecapelli, Nick
2369 - Treille, Yorick
4837 - Tremblay, Alexandre
6827 - Tremblay, Christophe
6774 - Tremblay, Dominic-Antoine
6763 - Tremblay, Julien
7023 - Tremblay, Philippe
7100 - Tremblay, Tommy
8288 - Tremblay, Yannick
4288 - Trepanier, Pascal
6368 - Tresham, Connor
2446 - Treutle, Niklas
1919 - Trevelyan, T.J.
4289 - Trevisan, Agostino
2483 - Trew, Bill
6707 - Trichilo, Greg
8289 - Tripp, John
8290 - Trnka, Pavel
6638 - Trocheck, Vincent
2888 - Troncinský, Marek
2502 - Trotter, Brock
6762 - Trudeau, Sébastien
2219 - Trudel, Jean-Guy
6815 - Trudel, Michael
2276 - Trukhno, Viacheslav
330 - Trunz, Adrian
5484 - Truttmann, Marco
2855 - Trvaj, Jirí
4290 - Trygg, Mats
4292 - Tsarik, Oleg
5493 - Tschannen, Stefan
5486 - Tschantré, Mathieu
5605 - Tschuor, Sandro
980 - Tucker, Darcy
6056 - Tucker, Jamie
7356 - Tuhkanen, Niko
4294 - Tukio, Arto
4295 - Tukonen, Lauri
4297 - Tuokkola, Pekka
1732 - Tuomainen, Miikka
1604 - Tuominen, Joni
1643 - Tuppurainen, Jani
4299 - Turakov, Vladmir
982 - Turco, Marty
8293 - Turek, Roman
4574 - Turkulainen, Jesse
717 - Turnbull, Travis
2652 - Turris, Kyle
4301 - Tursumbayev, Galym
7334 - Turtiainen, Jaakko
2370 - Tutschek, Brad
6158 - Tutt, Brennan
1694 - Tuulola, Marko
2820 - Tvrdík, Michal
691 - Tyrell, Dana
4569 - Tyrväinen, Antti
4305 - Tyupkin, Ballash
988 - Tyutin, Fedor
4306 - Ueno, Masao
6188 - Uher, Dominik
4308 - Ujcik, Viktor
4309 - Ulbricht, Michael
7328 - Ullberg, Richard
4310 - Ullmann, Christoph
90 - Ullström, David
2404 - Ulmer, Jason
2382 - Ulmer, Jeff
4875 - Ulmer, Stefan
1139 - Umberger, R.J.
4312 - Umicevic, Dragan
5833 - Underwood, Brandon
6642 - Underwood, Joe
809 - Untersander, Ramon
5366 - Uotila, Juha
992 - Upshall, Scottie
5139 - Urbom, Alexander
1961 - Urquhart, Cory
5618 - Urquhart, David
4316 - Ustorf, Stefan
4317 - Uusikartano, Aki
1711 - Uusitalo, Ville
993 - Vaananen, Ossi
4319 - Vaccari, Cesare
6841 - Vachon, Marc-Olivier
4320 - Vahalahti, Ville
4322 - Vajs, Stefan
2721 - Vak, Tomáš
1763 - Valabik, Boris
7277 - Valent, Michal
2139 - Valentenko, Pavel
6525 - Valentine, Scott
2017 - Valette, Craig
6718 - Valiquette, Alain
1427 - Valiquette, Stephen
4325 - Välivaara, Jyrki
7042 - Vallee, Gabriel
7005 - Vallerand, Marc-Olivier
5921 - Valský, Jakub
2852 - Vampola, Petr
5786 - Van de Mosselaer, Adrian
5003 - Van de Velde, Paul
1811 - Van der Gulik, David
5285 - Van Guilder, Mark
4329 - Van Hecke, Richard
6380 - Van Laren, Chris
389 - Van Riemsdyk, James
997 - Van Ryn, Mike
7112 - Vandall, Pierre-Alexandre
999 - Vandermeer, Jim
11448 - Vandermeer, Pete
1084 - Vanek, Thomas
4331 - Vänttinen, Tuomas
2931 - Vantuch, Lukáš
1000 - Varada, Vaclav
4332 - Varakas, Ville
4846 - Varlamov, Semyon
1001 - Varlamov, Sergei
6443 - Varone, Phil
4637 - Vašícek, Jirí
1002 - Vasicek, Josef
4334 - Vasiljevs, Herbert
4883 - Vassanelli, Raphael
4840 - Vasyunov, Alexandr
4557 - Vatanen, Sami
8301 - Vauclair, Julien
5901 - Vauclair, Tristan
4556 - Vauhkonen, Olavi
6206 - Vause, Taylor
4336 - Vegetti, Gabriele
5261 - Veideman, Adrian
748 - Veilleux, Keven
1004 - Veilleux, Stephane
7096 - Veilleux, Yannick
4338 - Venäläinen, Sami
6213 - Verdino, Kyle
1005 - Vermette, Antoine
6823 - Vermette, Gabriel
783 - Vermin, Joel
1750 - Vernace, Michael
6788 - Veronneau, Alexandre
1985 - Versteeg, Kris
4341 - Verwey, Roland
1861 - Vesce, Ryan
2722 - Veselý, Ondrej
5966 - Vey, Linden
4342 - Videll, Linus
2633 - Vidgren, Tony
6137 - Viedensky, Marek
1008 - Vigier, Jean-Pierre
1900 - Vigilante, John
4344 - Vignal, Achille
7022 - Vigneault-Belanger, Jérémy
4345 - Vihko, Joonas
4348 - Viitaluoma, Ville
1723 - Viitanen, Mikko
4349 - Vikingstad, Tore
4350 - Viklund, Tobias
4351 - Vilkman, Samu
6777 - Villeneuve, Mike
6258 - Vincour, Tomas
4542 - Virkkunen, Valtteri
7360 - Virpiö, Jouni
1695 - Virta, Tony
2650 - Virtala, Marko
4355 - Virtanen, Antti
2603 - Virtanen, Jonne
7365 - Virtanen, Tommi
2932 - Víšek, Jan
6506 - Visentin, Mark
5293 - Vishnevskiy, Ivan
1010 - Visnovsky, Lubomir
4357 - Visockis, Yury
4358 - Vital, Ethan
754 - Vitale, Joe
7366 - Vittasmäki, Veli-Matti
4359 - Viuhkola, Jari
6065 - Vlach, Jaroslav
2758 - Vlach, Roman
4360 - Vlasak, Tomas
1299 - Vlasic, Marc-Edouard
5606 - Voegele, Stefan
2375 - Vogl, Patrik
4361 - Vogl, Sebastian
5607 - Voisard, Gaëtan
1011 - Vokoun, Tomas
1012 - Volchenkov, Anton
4364 - von Arx, Jan
4365 - von Arx, Reto
5552 - von Gunten, Patrick
2982 - VONDRÁCEK, Roman
4650 - Vondrka, Michal
4367 - Vopat, Roman
4435 - Voracek, Jakub
5949 - Voracek, Tomas
5403 - Vorobiev, Ilia
1973 - Voros, Aaron
5927 - Vostrak, pavel
7316 - Vosvrda, Tomas
4368 - Voutilainen, Jukka
5279 - Voynov, Viatcheslav
1889 - Vrana, Petr
5908 - Vrbata, David
1014 - Vrbata, Radim
5520 - Vukovic, Daniel
4370 - Vyater, Martins
1015 - Vyborny, David
2725 - Vydarený, René
6978 - Vye, Wendell
4371 - Vykoukal, Jiri
7297 - Vyrubalik, Martin
2945 - Výtisk, Jan
2371 - Waginger, Michael
6211 - Wagner, Dillon
2092 - Wagner, Steve
6182 - Wahl, Mitch
7422 - Wahlqvist, Victor
4374 - Waite, Jimmy
4375 - Wakabayashi, Koichi
6640 - Walch, Brad
6585 - Walchessen, Jack
4888 - Walker, Brenden
446 - Walker, Geoff
5690 - Walker, Julian
6014 - Walker, Luke
1016 - Walker, Matt
1017 - Walker, Scott
4376 - Walker, Steve
6945 - Wall, Alex
6052 - Wall, Brendon
6722 - Wallace, Adam
2292 - Wallace, Tim
6467 - Wallen, William
1019 - Wallin, Niclas
8306 - Wallin, Rickard
8307 - Walser, Derrick
5559 - Walser, Thomas
7229 - Walsh, Dominik
2304 - Walsh, Mike
1131 - Walsky, Eric
1280 - Walter, Ben
4378 - Walter, Martin
1591 - Wandell, Tom
7375 - Wännström, Sebastian
1023 - Wanvig, Kyle
1024 - Ward, Aaron
1187 - Ward, Cam
1025 - Ward, Jason
1384 - Ward, Joel
8308 - Ward, Lance
7098 - Ward, Michael
2492 - Ward, Steve
4382 - Warg, Fredrik
6051 - Warg, Stefan
1569 - Wärn, Max
1785 - Wathier, Francis
7186 - Watkins, Matt
6583 - Watson, Austin
5316 - Watt, J.D.
6331 - Watters, Ian
2109 - Waugh, Geoff
6113 - Weal, Jordan
1028 - Weaver, Mike
11491 - Weber, Mike
1176 - Weber, Shea
5614 - Weber, Yannick
6625 - Wedgewood, Scott
5671 - Weibel, Lars
1031 - Weight, Doug
1738 - Weiman, Tyler
1032 - Weinhandl, Mattias
4384 - Weinreich, Stefan
5250 - Weise, Dale
4385 - Weiss, Alexander
2360 - Weiss, Daniel
1034 - Weiss, Stephen
1281 - Welch, Noah
420 - Wellar, Patrick
1774 - Weller, Craig
6104 - Weller, Justin
2112 - Weller, Shawn
5711 - Wellinger, Thomas
7191 - Wellman, Casey
6160 - Wells, Charles
6730 - Wellwood, Eric
1035 - Wellwood, Kyle
1524 - Welser, Daniel
5549 - Welti, Marc
5468 - Wentworth, Blair
5793 - Werbowski, Lane
6399 - Werek, Ethan
6587 - West, Joey
2507 - Westgarth, Brett
2191 - Westgarth, Kevin
552 - Westin, Jens
7391 - Westin, John
5230 - Weston, Ryan
1038 - Westrum, Erik
5490 - Wetzel, Philippe
6733 - Whaley, Michael
4432 - Wheeler, Blake
1039 - White, Colin
1282 - White, Ian
5356 - White, Ryan
1041 - White, Todd
5426 - Whitecotton, Dustin
1042 - Whitfield, Trent
5307 - Whitmore, Derek
1043 - Whitney, Ray
1140 - Whitney, Ryan
5562 - Wichser, Adrian
886 - Wichser, Martin
5554 - Wick, Roman
1142 - Wideman, Dennis
4395 - Widing, Daniel
5103 - Wiebe, Shayne
5712 - Wieser, Dino
5713 - Wieser, Marc
6285 - Wiggin, Chris
6886 - Wigginton, Andrew
4396 - Wiikman, Miika
5577 - Wiklund, Alexander
5335 - Wild, Cody
1786 - Wilford, Marty
6229 - Wilgosh, Mason
2478 - Wilhelm, Stephan
2481 - Wilhelm, Thomas
6055 - Williams, Eric
1045 - Williams, Jason
1283 - Williams, Jeremy
1046 - Williams, Justin
5266 - Williams, Nigel
5822 - Willick, Dylan
1048 - Willsie, Brian
1049 - Wilm, Clarke
6526 - Wilson, Andrew
5198 - Wilson, Ben
1822 - Wilson, Clay
409 - Wilson, Colin
6559 - Wilson, Garrett
6558 - Wilson, Jason
5655 - Wilson, Klarc
1879 - Wilson, Kyle
1050 - Wilson, Landon
5349 - Wilson, Michael
5318 - Wilson, Ryan
1161 - Winchester, Brad
2660 - Winchester, Jesse
6338 - Wind, Cameron
4400 - Winkler, Benjamin
1834 - Winnik, Daniel
5799 - Winquist, Josh
6139 - Wintoneak, Walker
4401 - Wirtanen, Petteri
5516 - Wirz, Valentin
6584 - Wise, Jamie
1051 - Wiseman, Chad
5289 - Wishart, Ty
1284 - Wisniewski, James
1052 - Witt, Brendan
6100 - Witt, Simon
4402 - Wohowski, Zbigniew
7218 - Woidtke, Jannik
7244 - Wolf, David
2430 - Wolf, Michael
887 - Wolf, Mike
1105 - Wolski, Wojtek
6731 - Woodcroft, James
